player_id,long_name,short_name,overall,club_name,player_positions,club_position,nationality_name
216266,Kenny Joelle Tete,K. Tete,77,Fulham FC,"RB, RM",RB,Netherlands
241436,Calvin Bassey Ughelumba,C. Bassey,78,Fulham FC,CB,LCB,Nigeria
253444,Arnaud Kalimuendo Muinga,A. Kalimuendo,78,Nottingham Forest,ST,SUB,France
246565,Bafodé Diakité,B. Diakité,79,AFC Bournemouth,CB,RCB,France
213956,Adama Traoré Diarra,Adama Traoré,76,Fulham FC,"RM, RW",SUB,Spain
271807,Ethan Chidiebere Nwaneri,E. Nwaneri,76,Arsenal,"RW, CM, RM",SUB,England
205923,Benjamin Thomas Davies,B. Davies,75,Tottenham Hotspur,CB,SUB,Wales
231554,James Michael Justin,J. Justin,74,Leeds United,"RB, LB, LM",SUB,England
246172,Samuel Chimerenka Chukwueze,S. Chukwueze,80,Fulham FC,"RM, RW",SUB,Nigeria
248808,Aaron Buchanan Hickey,A. Hickey,74,Brentford,"RB, RM",SUB,Scotland
220196,David Robert Brooks,D. Brooks,75,AFC Bournemouth,"RM, RW",RM,Wales
272978,Jorrel Hato,J. Hato,78,Chelsea,"LB, CB",SUB,Netherlands
264579,Freddie Potts,F. Potts,70,West Ham United,"CDM, CM",SUB,England
244238,Jaka Bijol,J. Bijol,77,Leeds United,CB,SUB,Slovenia
266609,Timothy Emeka Iroegbunam,T. Iroegbunam,74,Everton,"CDM, CM",SUB,England
232080,Jack David Harrison,J. Harrison,74,Leeds United,"RM, RW",SUB,England
259031,Liam Rory Delap,L. Delap,78,Chelsea,ST,SUB,England
248384,Ilia Iliev GruevИлия Илиев Груев,I. Gruev,74,Leeds United,"CDM, CM",CDM,Bulgaria
270409,Sávio Moreira de Oliveira,Savinho,82,Manchester City,"RW, LW, RM",SUB,Brazil
237109,Oleksandr KaravaevКараваєв Олександр Олександрович,O. Karavaiev,73,Dynamo Kyiv,"RB, RM, LB",SUB,Ukraine
259377,Yéremy Jesús Pino Santos,Yeremy Pino,80,Crystal Palace,"RM, LM, LW, RW",SUB,Spain
271800,Yankuba Minteh,Y. Minteh,77,Brighton & Hove Albion,"RM, RW",RM,Gambia
234569,Florentino Ibrain Morris Luís,Florentino,80,Burnley,"CDM, CM, CB",SUB,Portugal
251570,Mathis Rayan Cherki,R. Cherki,81,Manchester City,"RW, RM, CAM",RES,France
70845,Marlon Gomes Claudino,Marlon Gomes,71,Shakhtar Donetsk,"CM, CAM, CDM",SUB,Brazil
180216,Séamus Coleman,S. Coleman,70,Everton,"RB, RM",SUB,Republic of Ireland
240947,Tyrick Kwon Mitchell,T. Mitchell,78,Crystal Palace,"LB, LM",LB,England
231936,Benjamin William White,B. White,83,Arsenal,RB,SUB,England
203263,Jacob Harry Maguire,H. Maguire,80,Manchester United,CB,SUB,England
250789,Dilane Bakwa,D. Bakwa,78,Nottingham Forest,"RM, RW",SUB,France
239818,Rúben dos Santos Gato Alves Dias,Rúben Dias,86,Manchester City,CB,RCB,Portugal
232580,Gabriel dos Santos Magalhães,Gabriel,88,Arsenal,CB,LCB,Brazil
224221,Joachim Christian Andersen,J. Andersen,78,Fulham FC,CB,RCB,Denmark
232488,Cristian Gabriel Romero,C. Romero,82,Tottenham Hotspur,CB,RCB,Argentina
207650,Emil Henry ­Kristoffer Krafth,E. Krafth,73,Newcastle United,"CB, RB, RM",SUB,Sweden
257084,Lesley Chimuanya Ugochukwu,L. Ugochukwu,73,Burnley,"CDM, CM",SUB,France
208004,Joël Ivo Veltman,J. Veltman,78,Brighton & Hove Albion,"RB, RM",RB,Netherlands
241159,Addji Keaninkin Marc-Israel Guéhi,M. Guéhi,82,Crystal Palace,CB,LCB,England
262135,David Møller Wolfe,D. Wolfe,73,Wolverhampton Wanderers,"LB, LM",LB,Norway
274246,Lewis Miley,L. Miley,72,Newcastle United,CM,SUB,England
274732,Dmytro KryskivКриськів Дмитро Ігорович,D. Kryskiv,72,Shakhtar Donetsk,"CM, CDM",CM,Ukraine
254022,Nick Woltemade,N. Woltemade,79,Newcastle United,"ST, CAM",ST,Germany
208892,Samuel Mark Byram,S. Byram,72,Leeds United,"LB, RB, LM",SUB,England
258575,Emmanuel Elysee Djedje Agbadou Badobre,E. Agbadou,79,Wolverhampton Wanderers,CB,CB,Côte d'Ivoire
79402,Igor Jesus Maciel da Cruz,Igor Jesus,77,Nottingham Forest,ST,SUB,Brazil
264337,Rodrigo Muniz Carvalho,Rodrigo Muniz,75,Fulham FC,ST,ST,Brazil
238756,Jørgen Strand Larsen,J. Larsen,78,Wolverhampton Wanderers,ST,ST,Norway
224494,Rico Antonio Henry,R. Henry,76,Brentford,"LB, LM",SUB,England
259036,Viktor KornienkoКорнієнко Віктор Валерійович,V. Korniienko,67,Shakhtar Donetsk,"LB, LM",RES,Ukraine
235735,Ethan Kwame Colm Raymond Ampadu,E. Ampadu,76,Leeds United,"CB, CDM",SUB,Wales
258607,Tote António Gomes,Toti,75,Wolverhampton Wanderers,CB,LCB,Portugal
221660,Victor Jörgen Nilsson Lindelöf,V. Lindelöf,75,Aston Villa,CB,SUB,Sweden
224258,Kristoffer Vassbakk Köpp Ajer,K. Ajer,75,Brentford,"RB, CB, RM",SUB,Norway
242021,Yegor NazarynaНазарина Єгор Анатолійович,Y. Nazaryna,69,Shakhtar Donetsk,"CM, CDM, RB",LCM,Ukraine
271975,Stefan Bajčetić Maquieira,Stefan Bajcetic,73,Liverpool,"CDM, CM, CB",RES,Spain
205990,Harrison James Reed,H. Reed,72,Fulham FC,"CDM, CM",SUB,England
253510,Jake O'Brien,J. O'Brien,76,Everton,"CB, RB, RM",RB,Republic of Ireland
74069,Mykola MykhaylenkoМихайленко Микола Миколайович,M. Mykhailenko,68,Dynamo Kyiv,"CM, CDM, CB",LDM,Ukraine
266755,Vladyslav DubinchakДубінчак Владислав Юрійович,V. Dubinchak,71,Dynamo Kyiv,"LB, LM, LW",LB,Ukraine
186905,Ashley Luke Barnes,A. Barnes,70,Burnley,"ST, CAM, CM",RES,England
272777,Bashir Humphreys,B. Humphreys,73,Burnley,"LB, CB, RB",SUB,England
70571,Kevin Santos Lopes de Macedo,Kevin,76,Fulham FC,"LM, LW, RW",SUB,Brazil
253150,Mike Trésor Ndayishimiye,M. Trésor,73,Burnley,"LM, CAM, LW",RES,Belgium
272612,Brajan Gruda,B. Gruda,74,Brighton & Hove Albion,"CAM, RM, CM",SUB,Germany
256831,Dennis Cirkin,D. Cirkin,72,Sunderland,"LB, LM",RES,England
73885,Charalampos KostoulasΧαράλαμπος Κωστούλας,C. Kostoulas,72,Brighton & Hove Albion,"ST, CAM, RM",SUB,Greece
248695,Wesley Fofana,W. Fofana,79,Chelsea,CB,SUB,France
243669,Jaidon Kya Denley Anthony,J. Anthony,74,Burnley,"LM, RM, LW",LM,England
236506,Marcos Nicolás Senesi Barón,M. Senesi,78,AFC Bournemouth,CB,LCB,Argentina
227927,Kyle Leonardus Walker-Peters,K. Walker-Peters,75,West Ham United,"RB, RM, LB",SUB,England
237678,Ibrahima Konaté,I. Konaté,86,Liverpool,CB,RCB,France
263804,Yukhym KonoplyaКонопля Юхим Дмитрович,Y. Konoplia,72,Shakhtar Donetsk,"RB, RM, LB",SUB,Ukraine
247678,Julián Vicente Araujo Zúñiga,J. Araujo,74,AFC Bournemouth,"RB, RM",SUB,Mexico
77760,Kauã Elias Nogueira,Kauã Elias,71,Shakhtar Donetsk,ST,SUB,Brazil
279497,Tyler-Jay Robert Dibling,T. Dibling,74,Everton,"RM, RW, CAM",SUB,England
221479,Dominic Nathaniel Calvert-Lewin,D. Calvert-Lewin,74,Leeds United,ST,SUB,England
245388,Jean-Clair Dimitri Roger Todibo,J. Todibo,78,West Ham United,CB,RCB,France
71651,Joshua Kofi Acheampong,J. Acheampong,70,Chelsea,"RB, CB, CDM, RM",SUB,England
255472,Pedro Victor Delmino da Silva,Pedrinho,73,Shakhtar Donetsk,"RM, CAM, LM, RW",SUB,Brazil
268411,Vinicius Augusto Tobias da Silva,Vinícius Tobías,70,Shakhtar Donetsk,"RB, RM, LB",RB,Brazil
258906,Degnand Wilfried Gnonto,W. Gnonto,74,Leeds United,"RM, LM, RW",LM,Italy
244067,Guy Maxence Lacroix,M. Lacroix,79,Crystal Palace,CB,CB,France
190456,Nathaniel Edwin Clyne,N. Clyne,70,Crystal Palace,"RB, CB, RM",SUB,England
251954,Crysencio Jilbert Sylverio Summerville,C. Summerville,76,West Ham United,"LM, LW",SUB,Netherlands
273459,Christopher John Rigg,C. Rigg,70,Sunderland,"CAM, CM",SUB,England
251810,Brian Ebenezer Adjei Brobbey,B. Brobbey,77,Sunderland,ST,SUB,Netherlands
256442,Jay Matete,J. Matete,64,Sunderland,"CM, CDM",RES,England
276295,Thierno Barry,T. Barry,77,Everton,ST,SUB,France
202695,James Alan Tarkowski,J. Tarkowski,80,Everton,CB,RCB,England
266032,Jamie Jermaine Bynoe-Gittens,J. Gittens,78,Chelsea,"LM, LW",LM,England
263582,Myles Spencer Peart-Harris,M. Peart-Harris,67,Brentford,"RM, LM, RW",SUB,England
238095,Nikola Milenković,N. Milenković,83,Nottingham Forest,CB,RCB,Serbia
77883,Alisson Santana Lopes da Fonseca,Alisson,70,Shakhtar Donetsk,"RW, CAM, LW, RM",SUB,Brazil
271544,Oleksandr YatsykЯцик Олександр Олександрович,O. Yatsyk,69,Dynamo Kyiv,CM,SUB,Ukraine
70786,Joshua David Steven King,J. King,68,Fulham FC,"CM, CDM, CAM",CAM,England
225100,Joseph Dave Gomez,J. Gomez,79,Liverpool,"CB, RB, LB, RM",SUB,England
277869,Michael Olabode Kayode,M. Kayode,73,Brentford,"RB, RM",RB,Italy
259205,Naouirou Mohamed Ahamada,N. Ahamada,68,Crystal Palace,"CM, CAM, RM",SUB,France
231448,Reiss Luke Nelson,R. Nelson,75,Brentford,"RM, LM, RW",SUB,England
266400,Trai Hume,T. Hume,74,Sunderland,"RB, CB",RB,Northern Ireland
247335,Wilson Isidor,W. Isidor,72,Sunderland,ST,ST,France
231485,Axel Tuanzebe,A. Tuanzebe,73,Burnley,"RB, CB",RES,Congo DR
235619,Marcus Edwards,M. Edwards,76,Burnley,"RM, RW",RM,England
243849,Edmond-Paris Maghoma,P. Maghoma,66,Brentford,"CM, CDM",RES,England
257896,Nathan Kenneth Patterson,N. Patterson,71,Everton,"RB, RM",SUB,Scotland
278928,Alejandro Jiménez Sánchez,Álex Jiménez,71,AFC Bournemouth,"RB, LB, RM",SUB,Spain
260779,Simon Adingra,S. Adingra,76,Sunderland,"RM, LM, RW",LM,Côte d'Ivoire
271542,Kostiantyn VivcharenkoВівчаренко Костянтин Русланович,K. Vivcharenko,69,Dynamo Kyiv,"LB, CB, LM",SUB,Ukraine
271248,Eliezer Mayenda Dossou,E. Mayenda,71,Sunderland,"ST, RM, LM, RW",SUB,Spain
259170,Rodrigo Martins Gomes,Rodrigo Gomes,72,Wolverhampton Wanderers,"RW, LW, RM",SUB,Portugal
273616,Romain Joy Kouakou Esse,R. Esse,70,Crystal Palace,"RW, CAM, LW, RM",SUB,England
239360,Pascal Augustus Struijk,P. Struijk,76,Leeds United,CB,LCB,Netherlands
274102,Oliver Scarles,O. Scarles,70,West Ham United,"LB, LM",SUB,England
247249,Joël Mohammed Ramzan Piroe,J. Piroe,75,Leeds United,ST,ST,Netherlands
72669,Maksym BragaruБрагару Максим Ігорович,M. Bragaru,69,Dynamo Kyiv,"LM, LB, LW",SUB,Ukraine
241173,Lyle Brent Foster,L. Foster,72,Burnley,"ST, LM, CAM",ST,South Africa
264209,Lamare Trenton Chansey Bogarde,L. Bogarde,71,Aston Villa,"CDM, CM, RB, RM",SUB,Netherlands
264349,James John McAtee,J. McAtee,73,Nottingham Forest,"RM, CM, RW",SUB,England
199915,Lewis Carl Dunk,L. Dunk,77,Brighton & Hove Albion,CB,LCB,England
257270,Timothée Joseph Pembélé,T. Pembélé,70,Sunderland,"RB, CB, RM",RES,France
73094,Valentyn RubchynskyiРубчинський Валентин Миколайович,V. Rubchynskyi,67,Dynamo Kyiv,"CM, CAM, CDM",SUB,Ukraine
215703,Marlon Santos da Silva Barbosa,Marlon,72,Shakhtar Donetsk,CB,SUB,Brazil
275102,Soungoutou Magassa,S. Magassa,73,West Ham United,"CDM, CM, CB",SUB,France
258308,Oleksandr TymchykТимчик Олександр Васильович,O. Tymchyk,72,Dynamo Kyiv,"RB, CB, LB, RM",RB,Ukraine
277031,Abdukodir Khusanov,A. Khusanov,77,Manchester City,CB,SUB,Uzbekistan
212419,Tyrone Deon Mings,T. Mings,78,Aston Villa,CB,LCB,England
256725,Fábio Leandro Freitas Gouveia Carvalho,Fábio Carvalho,74,Brentford,"CAM, CM, RM",RM,Portugal
222104,Abdul-Nasir Oluwatosin Oluwadoyinsolami Adarabioyo,T. Adarabioyo,78,Chelsea,CB,LCB,England
242453,Sepp van den Berg,S. van den Berg,77,Brentford,"CB, RB",LCB,Netherlands
251892,Norberto Bercique Gomes Betuncal,Beto,76,Everton,ST,ST,Guinea-Bissau
230978,Taiwo Michael Awoniyi,T. Awoniyi,75,Nottingham Forest,ST,SUB,Nigeria
275048,Chemsdine Talbi,C. Talbi,73,Sunderland,"RM, LM, RW",RM,Morocco
269495,Facundo Valentín Buonanotte,F. Buonanotte,75,Chelsea,"RM, CAM, RW",RES,Argentina
270579,Wilson Serge Eric Odobert,W. Odobert,75,Tottenham Hotspur,"LW, RW, LM",SUB,France
278157,Ángel Yesid Torres Quiñones,Á. Torres,66,Dynamo Kyiv,"LM, RM, CAM, LW",RES,Colombia
258911,Toluwalase Emmanuel Arokodare,T. Arokodare,79,Wolverhampton Wanderers,ST,SUB,Nigeria
264846,Cristhian Andrey Mosquera Ibarguen,Mosquera,77,Arsenal,CB,SUB,Spain
275771,Igor Thiago Nascimento Rodrigues,Igor Thiago,75,Brentford,ST,ST,Brazil
262149,Abdoullah Ba,A. Ba,66,Sunderland,"RM, LM, RW",RES,France
242578,Benoît Badiashile Mukinayi,B. Badiashile,76,Chelsea,CB,RES,France
242660,Louis Jordan Beyer,J. Beyer,74,Burnley,CB,RES,Germany
262794,Oliver Sonne Christensen,O. Sonne,70,Burnley,"RB, LB, CM, RM",SUB,Peru
246728,Lassina Chamste Soudine Franck Traoré,L. Traoré,71,Shakhtar Donetsk,"ST, LM, RW",SUB,Burkina Faso
264880,Loum Tchaouna,L. Tchaouna,69,Burnley,"RM, ST, RW",SUB,France
70862,Viktor TsukanovЦуканов Віктор Михайлович,V. Tsukanov,65,Shakhtar Donetsk,"CM, CAM, RM",RES,Ukraine
75628,Fernando López González,Fer López,73,Wolverhampton Wanderers,"RW, RM",SUB,Spain
248698,Valeriy BondarБондар Валерій Юрійович,V. Bondar,75,Shakhtar Donetsk,"CB, RB, LB",RCB,Ukraine
245336,Maximilian William Kilman,M. Kilman,77,West Ham United,CB,CB,England
236988,Edward Keddar Nketiah,E. Nketiah,74,Crystal Palace,ST,RES,England
242000,Konstantinos MavropanosΚωνσταντίνος Μαυροπάνος,K. Mavropanos,76,West Ham United,CB,SUB,Greece
71998,Tyrique George,T. George,71,Chelsea,"LM, RM, ST, LW",SUB,England
269087,Leny Yoro,L. Yoro,78,Manchester United,CB,RCB,France
262042,Maxime Estève,M. Estève,76,Burnley,CB,LCB,France
74142,Diego Basilio León Blanco,D. León,64,Manchester United,"LB, LM",SUB,Paraguay
251809,Sven Adriaan Botman,S. Botman,82,Newcastle United,CB,SUB,Netherlands
278813,Marc Guiu Paz,Marc Guiu,71,Chelsea,ST,RES,Spain
277193,Pedro Henrique Azevedo Pereira,Pedro Henrique,72,Shakhtar Donetsk,"LB, LM, RB",LB,Brazil
268903,Romaine Lee Mundle,R. Mundle,71,Sunderland,"LM, LW, RM",RES,England
278101,Callum Marshall,C. Marshall,66,West Ham United,"ST, RM, RW",SUB,Northern Ireland
198032,Daniel Johnson Burn,D. Burn,79,Newcastle United,CB,LCB,England
230559,Maryan ShvedШвед Мар'ян Васильович,M. Shved,69,Shakhtar Donetsk,"RM, RW",RW,Ukraine
237985,Kevin Danso,K. Danso,79,Tottenham Hotspur,CB,SUB,Austria
274726,Nazar VoloshynВолошин Назар Ігорович,N. Voloshyn,70,Dynamo Kyiv,"LM, RM, CAM, LW",SUB,Ukraine
74978,Eduardo Antonio Guerrero Locano,E. Guerrero,69,Dynamo Kyiv,ST,SUB,Panama
229942,Axel Arthur Disasi,A. Disasi,77,Chelsea,"CB, RB, RM",RES,France
266815,Ben Gannon Doak,B. Gannon-Doak,71,AFC Bournemouth,"RM, RW",SUB,Scotland
269796,Julio César Soler Barreto,J. Soler,68,AFC Bournemouth,"LB, LM",SUB,Argentina
72754,Luis Guilherme Lira dos Santos,Luis Guilherme,71,West Ham United,"RM, LM, CAM, RW",RES,Brazil
277295,Oscar Bobb,O. Bobb,72,Manchester City,"RW, LW, RM",RW,Norway
80376,Rio Bass Ray Ngumoha Adigun,R. Ngumoha,68,Liverpool,"LM, LW",SUB,England
242663,Sebastiaan Bornauw,S. Bornauw,74,Leeds United,CB,SUB,Belgium
274699,Stefanos TzimasΣτέφανος Τζίμας,S. Tzimas,72,Brighton & Hove Albion,ST,SUB,Greece
245132,Denys PopovПопов Денис Юрійович,D. Popov,75,Dynamo Kyiv,"CB, RB, CDM",RCB,Ukraine
252897,Calvin William Ramsay,C. Ramsay,65,Liverpool,"RB, RM",RES,Scotland
278075,Irakli Azaroviირაკლი აზაროვი,I. Azarov,70,Shakhtar Donetsk,"LB, LM, LW",SUB,Georgia
70448,Adam Aznou Ben Cheikhآدم أزنو,A. Aznou,66,Everton,LB,SUB,Morocco
79629,Jair Paula da Cunha Filho,Jair Cunha,74,Nottingham Forest,CB,RES,Brazil
260105,Radu Matei Drăgușin,R. Drăgușin,75,Tottenham Hotspur,CB,RES,Romania
247649,Jarrad Paul Branthwaite,J. Branthwaite,79,Everton,CB,SUB,England
278097,George Robert Earthy,G. Earthy,67,West Ham United,"CAM, RM, CM",RES,England
238717,Ethan Rupert Pinnock,E. Pinnock,77,Brentford,CB,SUB,Jamaica
256268,Armando Broja,A. Broja,72,Burnley,ST,SUB,Albania
207599,Michael Vincent Keane,M. Keane,73,Everton,CB,LCB,England
277448,Eguinaldo de Sousa Lemos,Eguinaldo,70,Shakhtar Donetsk,"LM, LW, ST",ST,Brazil
248492,James Clayton Hill,J. Hill,71,AFC Bournemouth,"CB, RB, RM",SUB,England
241585,Igor Júlio dos Santos de Paulo,Igor Julio,76,West Ham United,"CB, LB, LM",LCB,Brazil
74310,Nicolò Savona,N. Savona,71,Nottingham Forest,"RB, LB, RM",RES,Italy
80816,Bradley Burrowes,B. Burrowes,65,Aston Villa,"RM, ST, RW",SUB,England
237522,Jorge Cuenca Barreno,Jorge Cuenca,74,Fulham FC,CB,SUB,Spain
72919,Alaa Ghramعلاء غرام,A. Ghram,67,Shakhtar Donetsk,"CB, CDM, CM",SUB,Tunisia
229266,Joseph Peter Rodon,J. Rodon,76,Leeds United,CB,RCB,Wales
248484,Nathan Michael Collins,N. Collins,79,Brentford,CB,RCB,Republic of Ireland
275246,Thomas Watson,T. Watson,68,Brighton & Hove Albion,"LM, RM, LW",SUB,England
250954,Christopher Jeffrey Richards,C. Richards,77,Crystal Palace,CB,RCB,United States
259252,Eric Kleybel Ramírez Matheus,E. Ramírez,66,Dynamo Kyiv,ST,RES,Venezuela
76604,Ivan PetryakПетряк Іван Євгенійович,I. Petryak,65,Shakhtar Donetsk,"LW, LM, RM",SUB,Ukraine
73896,Caleb Billy Mawuko Kporha,C. Kporha,62,Crystal Palace,"RB, RM",SUB,England
274724,Vladyslav KabaevКабаєв Владислав Олександрович,V. Kabaev,70,Dynamo Kyiv,"LM, CAM, RW, LW",LM,Ukraine
277194,Newerton Martins da Silva,Newerton,70,Shakhtar Donetsk,"LW, LM",LW,Brazil
237440,Hannes Delcroix,H. Delcroix,71,Burnley,"CB, LB",RES,Belgium
71330,Taras MykhavkoМихавко Тарас Васильович,T. Mykhavko,70,Dynamo Kyiv,CB,LCB,Ukraine
279519,Tawanda Blessing Chirewa,T. Chirewa,64,Wolverhampton Wanderers,"LM, CAM, RM, LB",RES,Zimbabwe
271548,Oleg OcheretkoОчеретько Олег Андрійович,O. Ocheretko,66,Shakhtar Donetsk,"CAM, CM",RES,Ukraine
258805,Harrison Charles Ashby,H. Ashby,64,Newcastle United,"RB, LB, RM",RES,Scotland
279128,Treymaurice Nyoni,T. Nyoni,64,Liverpool,"CM, CAM",SUB,England
256008,Felipe Rodrigues da Silva,Morato,76,Nottingham Forest,"CB, LB, LM",SUB,Brazil
74097,Anton GlushchenkoГлущенко Антон Ігорович,A. Hluschenko,64,Shakhtar Donetsk,"LW, LM, CAM",RES,Ukraine
258490,Chadi Riad Dnanouشادي رياض دنانو,C. Riad,72,Crystal Palace,CB,RES,Morocco
269181,Diego Coppola,D. Coppola,74,Brighton & Hove Albion,CB,SUB,Italy
231633,Issa Laye Lucas Jean Diop,I. Diop,76,Fulham FC,CB,SUB,France
74759,Gustavo Nunes Fernandes Gomes,Gustavo Nunes,65,Brentford,"LM, RM, LW",RES,Brazil
243390,Ian Carlo Poveda-Ocampo,I. Poveda,69,Sunderland,"RM, CAM, RW",RES,Colombia
80916,Luca Oliveira Meirelles,Luca Meirelles,65,Shakhtar Donetsk,"ST, LW",RES,Brazil
207616,Adam Harry Webster,A. Webster,75,Brighton & Hove Albion,CB,RES,England
264702,Kota Takai高井 幸大,K. Takai,72,Tottenham Hotspur,CB,RES,Japan
80882,Lucas dos Santos Ferreira,Lucas Ferreira,67,Shakhtar Donetsk,"RW, LM, CAM, RM",RES,Brazil
77354,Chidozie Obi-Martin,C. Obi,65,Manchester United,ST,RES,Denmark
261025,Dane Pharrell Scarlett,D. Scarlett,65,Tottenham Hotspur,"ST, LW, LM",RES,England
237658,Santiago Ignacio Bueno Sciutto,S. Bueno,76,Wolverhampton Wanderers,CB,SUB,Uruguay
71066,Matviy PonomarenkoПономаренко Матвій Русланович,M. Ponomarenko,65,Dynamo Kyiv,"ST, RW, LW",SUB,Ukraine
256666,Yerson Mosquera Valdelamar,Y. Mosquera,72,Wolverhampton Wanderers,CB,SUB,Colombia
74133,Jaydee Canvot,J. Canvot,70,Crystal Palace,"CB, CDM, CM",SUB,France
270617,Alex Murphy,A. Murphy,64,Newcastle United,"LB, CB, LM",RES,Republic of Ireland
270519,William Idamudia Daugaard Osula,W. Osula,68,Newcastle United,ST,SUB,Denmark
277705,Yunus Emre Konak,Y. Konak,62,Brentford,"CDM, CM, CB",RES,Türkiye
243908,Daniel George Ballard,D. Ballard,73,Sunderland,CB,SUB,Northern Ireland
271704,Vladislav Blănuță,V. Blănuță,68,Dynamo Kyiv,ST,ST,Romania
240867,Ajibola Joshua Odunayo Afolarin Alese,A. Alese,66,Sunderland,"LB, CB",RES,England
252316,Hjalmar Ekdal,H. Ekdal,72,Burnley,CB,RCB,Sweden
81319,Veljko Milosavljević,V. Milosavljević,70,AFC Bournemouth,CB,SUB,Serbia
272983,Jaydon Amauri Banel,J. Banel,64,Burnley,"LM, LW, RW",RES,Netherlands
271549,Maryan FarynaФарина Мар'ян Іванович,M. Faryna,65,Shakhtar Donetsk,"CB, LB, RB",RES,Ukraine
74145,Samuel Nicholas Chambers,S. Chambers,61,Leeds United,"CAM, RM, CM",RES,Scotland
277442,Bilovar Kristian RuslanovychБіловар Крістіан Русланович,K. Bilovar,68,Dynamo Kyiv,"CB, CDM, RB",SUB,Ukraine
253969,Leo Fuhr Hjelde,L. Hjelde,66,Sunderland,"LB, CB, LM",RES,Norway
75087,Ayden Edford Heaven,A. Heaven,69,Manchester United,"CB, LB",SUB,England
202750,Willy-Arnaud Zobo Boly,W. Boly,73,Nottingham Forest,CB,SUB,Côte d'Ivoire
274377,Enso David Gonzalez Medina,E. González,63,Wolverhampton Wanderers,"LW, RW, CAM, LM",RES,Paraguay
202811,Damián Emiliano Martínez Romero,E. Martínez,85,Aston Villa,GK,GK,Argentina
204935,Jordan Lee Pickford,J. Pickford,84,Everton,GK,GK,England
77593,Mateus Bula Dami Mané,Mateus Mané,60,Wolverhampton Wanderers,"RW, ST, RM",RES,England
274728,Samba Diallo,S. Diallo,63,Dynamo Kyiv,"LM, LW",RES,Senegal
273927,Enock Atta Agyei,E. Agyei,63,Burnley,"RM, RW",RES,Belgium
71493,Harrison Jones,H. Jones,59,Sunderland,"CAM, CM",SUB,England
269233,Tyler Fredricson,T. Fredricson,65,Manchester United,CB,SUB,England
278919,Romelle Donovan,R. Donovan,61,Brentford,"RM, CAM, RW",RES,England
80917,Isaque Severino Silva,Isaque,65,Shakhtar Donetsk,"CAM, CM",SUB,Brazil
203487,Jamaal Lascelles,J. Lascelles,73,Newcastle United,CB,RES,England
230708,Joseph Adrian Worrall,J. Worrall,73,Burnley,CB,SUB,England
212831,Alisson Ramsés Becker,Alisson,89,Liverpool,GK,GK,Brazil
278146,Benjamin Arthur,B. Arthur,62,Brentford,CB,RES,England
274723,Khusrav ToirovТоиров Хусрав,K. Toirov,62,Shakhtar Donetsk,"LW, RW, ST, LM",RES,Tajikistan
220901,David Raya Martín,David Raya,87,Arsenal,GK,GK,Spain
273898,Joseph William Anderson,J. Anderson,63,Sunderland,CB,RES,England
247601,Rhys Williams,R. Williams,61,Liverpool,CB,RES,England
278578,Jonah Daniel Kusi-Asare,J. Kusi-Asare,60,Fulham FC,ST,RES,Sweden
274219,Ahmed Abdullahi,A. Abdullahi,58,Sunderland,ST,RES,Nigeria
271235,Owen Lucas Bevan,O. Bevan,62,AFC Bournemouth,CB,RES,Wales
200159,Stefan Ortega Moreno,S. Ortega,79,Manchester City,GK,SUB,Germany
74242,Zach MacFarlane Abbott,Z. Abbott,60,Nottingham Forest,CB,RES,England
266424,Zak Robert Johnson,Z. Johnson,57,Sunderland,CB,RES,England
278569,Aliou Thiaré,A. Thiaré,64,Dynamo Kyiv,CB,RES,Senegal
70824,Giovanni Leoni,G. Leoni,69,Liverpool,CB,SUB,Italy
233934,Aaron Christopher Ramsdale,A. Ramsdale,77,Newcastle United,GK,SUB,England
193105,Alphonse Francis Aréola,A. Areola,77,West Ham United,GK,SUB,France
230621,Gianluigi Donnarumma,G. Donnarumma,89,Manchester City,GK,GK,Italy
228789,Robert Lynch Sánchez,Robert Sánchez,78,Chelsea,GK,GK,Spain
75802,Diego Junior Arroyo Maldonado,D. Arroyo,57,Shakhtar Donetsk,CB,RES,Bolivia
202617,Václav Hladký,V. Hladký,69,Burnley,GK,RES,Czechia
192563,Bernd Leno,B. Leno,80,Fulham FC,GK,GK,Germany
240091,Guglielmo Vicario,G. Vicario,82,Tottenham Hotspur,GK,GK,Italy
263063,James Harrington Trafford,J. Trafford,76,Manchester City,GK,SUB,England
212442,José Pedro Malheiro de Sá,José Sá,77,Wolverhampton Wanderers,GK,GK,Portugal
233306,Dean Bradley Henderson,D. Henderson,81,Crystal Palace,GK,GK,England
199641,Matz Willy Els Sels,M. Sels,83,Nottingham Forest,GK,GK,Belgium
206585,Kepa Arrizabalaga Revuelta,Kepa,79,Arsenal,GK,SUB,Spain
220407,Martin Dúbravka,M. Dúbravka,77,Burnley,GK,GK,Slovakia
230670,Lucas Estella Perri,Lucas Perri,81,Leeds United,GK,GK,Brazil
203841,Nicholas David Pope,N. Pope,81,Newcastle United,GK,GK,England
246158,Mads Hermansen,M. Hermansen,76,West Ham United,GK,GK,Denmark
269626,Đorđe PetrovićЂорђе Петровић,Đ. Petrović,80,AFC Bournemouth,GK,GK,Serbia
200110,Marco Bizot,M. Bizot,78,Aston Villa,GK,SUB,Netherlands
240913,Caoimhín Odhrán Kelleher,C. Kelleher,79,Brentford,GK,GK,Republic of Ireland
